Name,Country,Start,Seasons,Minutes,Salary,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
OG Anunoby,England,2017,6,29.1,43180547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0$1645200,20.2$1952760,29.9$2281800,33.3$3872215,36.0$16071429,35.5$17357143
Ognjen Jaramaz,Serbia,2017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Arcidiacono,Italy,2017,6,16.9,10349459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7$75000,24.2$$1349383,16.0$3000000,10.2$3000000,7.6$791798,2.0$2133278
T. J. Leaf,Israel,2017,4,8.5,11576025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7$202836,9.0$2407560,7.9$2813280,5.0$4326825,,
Tyler Dorsey,Greece,2017,3,16,2702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4$815615,14.5$1378242,,,,4.0$508891
Dairis Bertāns,Latvia,2018,1,13.9,194220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9$194220,,,,
Džanan Musa,Bosnia,2018,3,8.2,5546640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3$1632240,12.2$1911600,0.0$2002800,,
Elie Okobo,France,2018,2,15.6,2655316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1$1238464,13.1$1416852,,,
Isaiah Hartenstein,Germany,2018,5,14.9,13409976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9$838464,11.6$1416852,12.2$1620564,17.9$1729217,24.9$7804879
Issac Bonga,Germany,2018,4,10,5809930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5$1000000,18.9$1416852,10.8$1663861,4.6$1729217,
Kostas Antetokounmpo,Greece,2018,3,4,1506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5$$502000,4$$502000,3.7$502000,,
Luka Dončić,Slovenia,2018,5,34.5,69564251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2$6560640,33.6$7683360,34.3$8049360,35.4$10174391,37.2$37096500
Moritz Wagner,Germany,2018,4,17.8,7938732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4$1762080,18.6$2063520,16.0$2383915,26.0$1729217,
Rodions Kurucs,Latvia,2018,3,13.7,5097708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5$1618320,14.6$1699236,6.0$1780152,,
Svi Mykhailiuk,Ukraine,2018,5,13.6,8133714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5$1487694,22.6$1416852,20.1$1663861,12.8$1729217,2.0$1836090
Adam Mokoka,France,2019,2,6.7,1017782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2$508891,4$508891,,
Anžejs Pasečņiks,Latvia,2019,2,11.1,856441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2$482144,6.0$374297,,
Goga Bitadze,Georgia,2019,4,12.2,13638019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7$2816760,12.5$2957520,14.6$3098400,13.1$4765339
Ignas Brazdeikis,Lithuania,2019,3,13.1,2564821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$898310,19.2$1666511,12.8$502000,
Jaylen Hoard,France,2019,3,17,3616875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9$502000,16.8$1445697,34.3$1669178,
Luka Šamanić,Croatia,2019,3,9.9,8473320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16$2689920,19.3$2824320,0.0$2959080,
Nicolò Melli,Italy,2019,2,15,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4$4102564,12.6$3897436,,
Sekou Doumbouya,France,2019,3,17.1,10348200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8$3285120,15.5$3449400,8$3613680,
Vanja Marinković,Serbia,2019,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Poirier,France,2019,2,4.9,5125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$2505793,3.9$2619207,,
Vlatko Čančar,Slovenia,2019,4,6.1,6433271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2$898310,6.9$1517981,11.7$1782621,2.7$2234359
William Howard,France,2019,1,6.5,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5$50000,,,
Deividas Sirvydis,Lithuania,2020,2,7.8,2501869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7$898310,9.0$1603559,
Deni Avdija,Israel,2020,3,23.3,14078160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3$4469160,24.2$4692840,22.5$4916160
Killian Hayes,France,2020,3,23.8,16717560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8$5307120,25.0$5572680,20.7$5837760
Killian Tillie,France,2020,2,11.9,2403625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1$502000,12.8$1901625,
Marko Simonović,Serbia,2020,2,3,2488776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9$925258,2.0$1563518
Nico Mannion,Italy,2020,1,12.1,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1$502000,,
Théo Maledon,France,2020,3,19.8,6061266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4$2000000,17.8$2000000,14.1$2061266
Alperen Şengün,Turkey,2021,2,23.6,6590040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7$3214680,26.5$3375360
Arnoldas Kulboka,Lithuania,2021,1,2.5,508891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5$508891,
Filip Petrušev,Serbia,2021,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Wagner,Germany,2021,2,32.4,10266120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7$5007840,34.1$5258280
Georgios Kalaitzakis,Greece,2021,1,16.5,515805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5$515805,
Joel Ayayi,France,2021,1,2.9,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9$502000,
Luka Garza,Bosnia,2021,1,12.2,925258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2$925258,
Neemias Queta,Portugal,2021,1,8,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0$502000,
Olivier Sarr,France,2021,1,19.1,106352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1$106352,
Ömer Yurtseven,Turkey,2021,2,12.6,1507523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0$18458,12.6$1489065,
Petr Cornelie,France,2021,1,2.9,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9$$502000,
Sandro Mamukelashvili,Georgia,2021,2,9.4,1004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9$502000,5.0$502000
Santi Aldama,Spain,2021,2,19.4,4088640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3$1994520,27.5$2094120
Usman Garuba,Spain,2021,2,12.7,4824480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0$2353320,15.3$2471160
Vít Krejčí,Czech Republic,2021,2,12.7,2488776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0$925258,2.3$1563518
Yves Pons,France,2021,1,5.9,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$502000,
Gabriel Lundberg,Denmark,2022,1,11,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0$502000
Jeremy Sochan,Poland,2022,1,22.6,5063520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6$5063520
Karlo Matković,Bosnia,2022,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diabaté,France,2022,1,3,1761752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0$1761752
Nikola Jović,Serbia,2022,1,7.3,2239920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3$2239920
Ousmane Dieng,France,2022,1,15,4569840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0$4569840
Paolo Banchero,Italy,2022,1,34.6,11055120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6$11055120
Simone Fontecchio,Italy,2022,1,4.8,3205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8$3205128
